"","logFC","logCPM","PValue","FDR"
"FUN_012307",2.81718108074921,3.32992344579563,2.94037594976402e-06,7.12717812691334e-05
"FUN_000503",2.81723060743379,0.398617307588575,1.41716715532743e-05,0.00027626403590469
"FUN_011138",2.82988663191339,0.30175328501225,4.30671891640855e-06,9.88238616205979e-05
"FUN_015729",2.83349636139404,5.23778575559864,0.00170329098851346,0.0168908838219052
"FUN_002686",2.85005024941355,1.04631712941856,3.86115293424514e-10,3.05400570124432e-08
"FUN_004241",2.85304793015132,2.5527792614175,1.4718973284844e-06,3.86221186304374e-05
"FUN_015860",2.86084837539724,3.40292475007054,1.31925101534648e-08,6.85360850340452e-07
"FUN_010290",2.8663500867951,5.66147162274615,9.69433177671967e-08,3.78858152720929e-06
"FUN_004667",2.86831108082144,2.4542482906195,8.96744362808508e-11,8.6186517799927e-09
"FUN_014329",2.87015237614131,3.19360746430509,0.000263207157439512,0.00341260981931966
"FUN_006108",2.87056238709823,6.7180840984764,0.000751844162735958,0.00846067791299395
"FUN_007626",2.87401224171228,5.02600757153373,1.22461037716232e-07,4.59048393307716e-06
"FUN_003544",2.87447747045597,7.10144329920109,1.32572786289153e-08,6.85360850340452e-07
"FUN_001066",2.87731150345576,5.19923048946549,1.62935321005563e-06,4.22838899771265e-05
"FUN_002977",2.87873984284647,3.69026468333572,3.42937823620753e-05,0.000592382984563706
"FUN_011326",2.880799209888,-0.505465769737916,3.95394717674835e-08,1.72917197827585e-06
"FUN_007942",2.88162033931804,6.78635926561817,4.2742418480208e-10,3.34869630282615e-08
"FUN_010314",2.88351677866486,-1.35321546708591,1.89275288812146e-05,0.000354751677931245
"FUN_002034",2.89401714295761,6.73796057927149,0.00628922452937383,0.0495790036695654
"FUN_000234",2.89439713930954,1.72772767761895,8.60095558818561e-10,6.20883828944526e-08
"FUN_007388",2.89820920014203,1.8003794707849,7.42485310658963e-05,0.0011343830564236
"FUN_010880",2.9043713684726,8.71293216537935,0.000354263285331815,0.00439958071149087
"FUN_006448",2.91170265639126,3.54136472551606,3.76474261635102e-14,9.42953942286344e-12
"FUN_015806",2.91240651364766,2.24783908261811,3.83069012337052e-06,8.99504807236336e-05
"FUN_014226",2.91869244715721,3.19193740063659,1.118401447707e-05,0.000224918422530953
"FUN_015552",2.91918318651351,-1.53103666060169,0.00417339421898351,0.0353253352964754
"FUN_002033",2.93110565057131,7.01033403052905,0.000150350060673513,0.00209564658768452
"FUN_008160",2.93469139367845,5.10012758036938,1.42768273712654e-12,2.10723422566418e-10
"FUN_011350",2.93744667475895,6.90104764888648,0.00116408618929588,0.0122369719955946
"FUN_011132",2.93962019390839,-1.81495248410709,0.00383921280501269,0.0331069519455737
"FUN_009117",2.94106394075013,3.90885394305193,0.00164194896341057,0.0163512399482772
"FUN_014236",2.9444019503968,3.32519839534998,1.62198299916228e-05,0.00031033565924944
"FUN_005915",2.94773860484226,-0.982442247905541,2.92867341776746e-08,1.33005220519544e-06
"FUN_013136",2.95363731083607,4.70933780618279,0.00401685003583903,0.0342457699548504
"FUN_000279",2.95455543249788,4.62885497788009,2.52336691703984e-13,4.74020210290744e-11
"FUN_001758",2.96026645005105,13.846895719413,1.00062650934356e-07,3.86480299671924e-06
"FUN_013085",2.96335711089085,3.10556969564745,3.70642314779525e-10,2.94571543539438e-08
"FUN_004200",2.9635623349006,2.43727204488847,3.0295023017632e-12,4.07160183336972e-10
"FUN_006031",2.96390014827285,4.24026891549802,1.04818957115178e-08,5.66262150350003e-07
"FUN_015856",2.96621060273576,-1.83923889465023,0.000150689968777497,0.00209861488952048
"FUN_013231",2.96785565272891,3.23975020246017,6.2206085747018e-05,0.000977498862627333
"FUN_004244",2.97374152887099,-1.44642090800153,0.00323285498438233,0.0287943565446252
"FUN_000595",2.97435012470007,2.19632568937035,0.000151614686874661,0.0021079414539319
"FUN_010478",2.97505686235055,8.66149263316082,3.68090505052762e-05,0.000629907260768862
"FUN_011934",2.98092310861963,7.67308673685694,9.73914266265326e-08,3.79711715463022e-06
"FUN_012896",2.98124625661515,2.71176680862093,0.000208938862888182,0.00282417689485245
"FUN_005116",2.98656996131152,3.56759562923293,1.96810563250211e-07,6.79222426114663e-06
"FUN_014334",2.98977895141644,3.99012709097617,2.39716388907989e-13,4.66206073533879e-11
"FUN_016211",2.99515467266735,2.12594995387655,3.90912841668113e-09,2.44779552485438e-07
"FUN_013766",3.00071431330161,5.38600033345505,2.75012169643179e-06,6.75516519520267e-05
"FUN_013170",3.00444068360465,3.30656427695428,7.57532233947258e-17,3.68316628217121e-14
"FUN_012325",3.00658540077374,3.07964060751057,2.05458358690062e-06,5.20925172930277e-05
"FUN_006859",3.01019161789144,-0.388844176469386,0.0033326780986891,0.0294563553502143
"FUN_001223",3.01550257042366,2.49417919934189,1.55399176848181e-05,0.000299057484572442
"FUN_002439",3.01654929312346,-0.682738432517431,2.65540350117008e-05,0.000477908420965444
"FUN_000674",3.02288526085787,5.49073144803908,4.07849753084687e-14,1.00629317436462e-11
"FUN_006860",3.02312356657568,-0.378384035861197,0.00321970537314211,0.0286974429803404
"FUN_001295",3.02607686887184,4.16138444218454,2.96915290920685e-15,9.81661334841967e-13
"FUN_013137",3.02683475979882,5.28250360761226,0.000641377239675785,0.00735270953472982
"FUN_012761",3.02801717886792,-0.503458744021051,0.000285141371906472,0.00365968324455427
"FUN_007233",3.02830623356304,2.92430747898107,1.41733963194802e-11,1.59388037113828e-09
"FUN_004293",3.02859581841068,-1.53858527672273,6.08934640708486e-06,0.00013332845755698
"FUN_002150",3.0287047982475,2.75289731484452,7.13729366949231e-05,0.00109731431390614
"FUN_012758",3.03345469196766,-0.500688833303937,0.000243907811944814,0.00321534293401891
"FUN_008022",3.03447762731599,2.09921018030333,4.36823740432538e-13,7.36850331947988e-11
"FUN_011426",3.03782804290777,3.19698385299842,3.54607982135423e-10,2.83189591916941e-08
"FUN_014265",3.0400157523374,-0.038209687867609,7.4346372696669e-06,0.000159405951627579
"FUN_001916",3.04353790954275,0.0783567805869939,5.07342999521566e-08,2.17276868525674e-06
"FUN_014232",3.04361642243877,4.16433747273613,8.34076477729706e-05,0.00125574847480417
"FUN_006580",3.04565417596994,4.50111723109449,2.3933211696097e-13,4.66206073533879e-11
"FUN_014235",3.04659315773659,1.80686062270793,2.58713725740249e-05,0.000467920853414886
